"lang"
{
    "Language"    "russian"
        "upgrade_DOTA_Tooltip_ability_axe_counter_helix_cooldown"    "ПЕРЕЗАРЯДКА"
        "upgrade_DOTA_Tooltip_ability_silencer_global_silence_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_spectre_spectral_dagger_dagger_path_duration"    "ДЛИТЕЛЬНОСТЬ СЛЕДА"
        "upgrade_DOTA_Tooltip_ability_spectre_haunt_illusion_damage_outgoing"    "ИСХОДЯЩИЙ УРОН ИЛЛЮЗИИ"
        "upgrade_DOTA_Tooltip_ability_spectre_haunt_illusion_damage_incoming"    "ВХОДЯЩИЙ УРОН ИЛЛЮЗИИ"
        "upgrade_DOTA_Tooltip_ability_gyrocopter_homing_missile_damage"    "УРОН"
        "upgrade_DOTA_Tooltip_ability_gyrocopter_homing_missile_shard_radius"    "РАДИУС (SHARD)"
        "upgrade_DOTA_Tooltip_ability_chen_divine_favor_lua_aura_radius"    "РАДИУС АУРЫ"
        "upgrade_DOTA_Tooltip_ability_ursa_earthshock_hop_distance"    "ДИСТАНЦИЯ ПРЫЖКА"
        "upgrade_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_wave_width"    "ШИРИНА ВОЛНЫ"
        "upgrade_DOTA_Tooltip_ability_sven_gods_strength_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_sven_great_cleave_cleave_distance"    "ДАЛЬНОСТЬ ПРОРУБАНИЯ"
        "upgrade_DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_ward_count"    "КОЛИЧЕСТВО ТОТЕМОВ"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_initial_mana_base"    "МОМЕНТАЛЬНАЯ ТРАТА МАНЫE"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_initial_mana_percentage"    "МОМЕНТАЛЬНАЯ ПРОЦЕНТНАЯ ТРАТА МАНЫ"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_lightning_vision_radius"	"РАДИУС ОБЗОРА"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_ball_lightning_ball_damage"	"УРОН"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_overload_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_overload_shard_attack_speed_bonus"	"СКОРОСТ АТАКИ (SHARD)"
        "upgrade_DOTA_Tooltip_ability_storm_spirit_electric_vortex_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_dark_seer_wall_of_replica_replica_damage_outgoing"    "ИСХОДЯЩИЙ УРОН ИЛЛЮЗИИ"
        "upgrade_DOTA_Tooltip_ability_dark_seer_wall_of_replica_replica_damage_incoming"    "ВХОДЯЩИЙ УРОН ИЛЛЮЗИИ"
        "upgrade_DOTA_Tooltip_ability_sniper_take_aim_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_sniper_take_aim_slow"    "ЗАМЕДЛЕНИЕ"
        "upgrade_DOTA_Tooltip_ability_bloodseeker_blood_bath_delay"    "ЗАДЕРЖКА"
        "upgrade_DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_bolt_speed"    "СКОРОСТЬ СНАРЯДА"
        "upgrade_DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_bolt_vision"    "ОБЗОР СНАРЯДА"
        "upgrade_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_speed"    "СКОРОСТЬ"
        "upgrade_DOTA_Tooltip_ability_skywrath_mage_concussive_shot_shot_vision"    "РАДИУС ОБЗОРА"
        "upgrade_DOTA_Tooltip_ability_juggernaut_healing_ward_healing_ward_aura_radius"    "РАДИУС АУРЫ ЛЕЧЕНИЯ У HEALING WARD"
        "upgrade_DOTA_Tooltip_ability_juggernaut_swift_slash_duration"	"ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_riki_backstab_backstab_angle"    "УГОЛ BACKSTAB"
        "upgrade_DOTA_Tooltip_ability_lich_frost_shield_radius"    "РАДИУС"
        "upgrade_DOTA_Tooltip_ability_lich_chain_frost_projectile_speed"	"СКОРОСТЬ СНАРЯДА"
        "upgrade_DOTA_Tooltip_ability_mirana_leap_leap_bonus_duration"	"ДЛИТЕЛЬНОСТЬ БОНУСА"
        "upgrade_DOTA_Tooltip_ability_mirana_arrow_arrow_speed"    "СКОРОСТЬ СТРЕЛЫ"
        "upgrade_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounces"    "ОТСКОКИ"
        "upgrade_DOTA_Tooltip_ability_chaos_knight_phantasm_incoming_damage"    "ВХОДЯЩИЙ УРОН"
        "upgrade_DOTA_Tooltip_ability_chaos_knight_phantasm_outgoing_damage"    "ИСХОДЯЩИЙ УРОН"
        "upgrade_DOTA_Tooltip_ability_chaos_knight_reality_rift_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_furion_sprout_vision_range"    "РАДИУС ОБЗОРА"
		"upgrade_DOTA_Tooltip_ability_furion_wrath_of_nature_scepter_max_entangle_duration"    "ДЛИТЕЛЬНОСТЬ ОПУТЫВАНИЯ (МАКС)"
		"upgrade_DOTA_Tooltip_ability_furion_wrath_of_nature_scepter_min_entangle_duration"    "ДЛИТЕЛЬНОСТЬ ОПУТЫВАНИЯ (МИН)"
		"upgrade_DOTA_Tooltip_ability_death_prophet_carrion_swarm_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_death_prophet_carrion_swarm_end_radius"		"ШИРИНА"
        "upgrade_DOTA_Tooltip_ability_death_prophet_exorcism_spirit_speed"	"СКОРОСТЬ ДУХОВ"
        "upgrade_DOTA_Tooltip_ability_death_prophet_spirit_siphon_shard_fear_duration"	"ДЛИТЕЛЬНОСТЬ СТРАХА (SHARD)"
		"upgrade_DOTA_Tooltip_ability_naga_siren_rip_tide_hits"	"УДАРОВ ДЛЯ АКТИВАЦИИ"
		"upgrade_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_tiny_avalanche_toss_multiplier"	"МНОЖИТЕЛЬ TOSS"
		"upgrade_DOTA_Tooltip_ability_morphling_waveform_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_tusk_ice_shards_shard_speed"	"СКОРОСТЬ ОСКОЛКОВ"
		"upgrade_DOTA_Tooltip_ability_tusk_tag_team_radius"	"РАДИУС"
		"upgrade_DOTA_Tooltip_ability_lina_dragon_slave_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_lina_dragon_slave_dragon_slave_width_end"	"ШИРИНА В КОНЦЕ"
		"upgrade_DOTA_Tooltip_ability_dragon_knight_breathe_fire_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_dragon_knight_dragon_tail_damage"	"УРОН"
        "upgrade_DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_corrosive_breath_damage"    "ПОСТЕПЕННЫЙ УРОН"
        "upgrade_DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_splash_damage_percent"    "УРОН ПО ОБЛАСТИ"
        "upgrade_DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_splash_radius"    "РАДИУС УРОНА ПО ОБЛАСТИ"
        "upgrade_DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_frost_aoe"    "РАДИУС ЗАМЕДЛЕНИЯ"
		"upgrade_DOTA_Tooltip_ability_winter_wyvern_splinter_blast_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_kunkka_ghostship_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_kunkka_tidal_wave_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_ancient_apparition_ice_blast_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_sniper_assassinate_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_marci_unleash_time_between_flurries"	"ДЛИТЕЛЬНОСТЬ ОБЕЗОРУЖИВАНИЯ"
		"upgrade_DOTA_Tooltip_ability_shadow_shaman_ether_shock_end_radius"	"РАДИУС"
		"upgrade_DOTA_Tooltip_ability_spirit_breaker_charge_of_darkness_bash_radius"	"РАДИУС"
		"upgrade_DOTA_Tooltip_ability_void_spirit_dissimilate_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_nevermore_requiem_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_brewmaster_drunken_brawler_crit_chance"	"ШАНС КРИТ.УРОНА"
		"upgrade_DOTA_Tooltip_ability_brewmaster_drunken_brawler_crit_multiplier"	"МНОЖИТЕЛЬНО КРИТ.УРОНА"
		"upgrade_DOTA_Tooltip_ability_brewmaster_drunken_brawler_armor"	"БРОНЯ"
		"upgrade_DOTA_Tooltip_ability_brewmaster_drunken_brawler_magic_resist"	"СОПРОТИВЛЕНИЕ МАГИИ"
		"upgrade_DOTA_Tooltip_ability_brewmaster_drunken_brawler_dodge_chance"	"ШАНС УКЛОНЕНИЯ"
		"upgrade_DOTA_Tooltip_ability_brewmaster_drunken_brawler_bonus_move_speed"	"СКОРОСТЬ ПЕРЕДВИЖЕНИЯ"
        "upgrade_DOTA_Tooltip_ability_brewmaster_cinder_brew_radius"    "РАДИУС"
        "upgrade_DOTA_Tooltip_ability_brewmaster_primal_split_brewling_added_health"    "ЗДОРОВЬЯ ЭЛЕМЕНТАЛЯ"
        "upgrade_DOTA_Tooltip_ability_brewmaster_storm_wind_walk_damage"    "БОНУСНЫЙ УРОН"
        "upgrade_DOTA_Tooltip_ability_brewmaster_earth_hurl_boulder_duration"    "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ"
        "upgrade_DOTA_Tooltip_ability_brewmaster_void_astral_pulse_duration"    "ДЛИТЕЛЬНОСТЬ"
        "upgrade_DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_radius"    "РАДИУС"
		"upgrade_DOTA_Tooltip_ability_lion_impale_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_lion_impale_width"	"ШИРИНА"
		"upgrade_DOTA_Tooltip_ability_treant_natures_grasp_latch_range"	"ДАЛЬНОСТЬ"
		"upgrade_DOTA_Tooltip_ability_treant_natures_guise_radius"	"РАДИУС"
		"upgrade_DOTA_Tooltip_ability_zuus_heavenly_jump_targets"	"КОЛИЧЕСТВО ЦЕЛЕЙ"
		"upgrade_DOTA_Tooltip_ability_zuus_lightning_bolt_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_broodmother_spawn_spiderlings_damage_bonus"	"ДОПОЛНИТЕЛЬНЫЙ УРОН"
		"upgrade_DOTA_Tooltip_ability_broodmother_spawn_spiderlings_hp_bonus"	"ДОПОЛНИТЕЛЬНОЕ ЗДОРОВЬЕ"
		"upgrade_DOTA_Tooltip_ability_ursa_earthshock_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_rattletrap_hookshot_stun_radius"	"РАДИУС"
		"upgrade_DOTA_Tooltip_ability_elder_titan_earth_splitter_speed"	"СКОРОСТЬ"
		"upgrade_DOTA_Tooltip_ability_phoenix_sun_ray_radius"	"ШИРИНА"
		"upgrade_DOTA_Tooltip_ability_chen_hand_of_god_hot_duration"	"ДЛИТЕЛЬНОСТЬ"
		"upgrade_DOTA_Tooltip_ability_primal_beast_onslaught_knockback_radius"	"РАДИУС ОТТАЛКИВАНИЯ"
		"upgrade_DOTA_Tooltip_ability_primal_beast_pulverize_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_techies_sticky_bomb_speed"	"СКОРОСТЬ"
        "upgrade_DOTA_Tooltip_ability_techies_land_mines_min_distance"	"РАДИУС ПОЛНОГО УРОНА"
		"upgrade_DOTA_Tooltip_ability_techies_land_mines_proximity_threshold"	"ВРЕМЯ ДЕТОНАЦИИ"
		"upgrade_DOTA_Tooltip_ability_nyx_assassin_impale_width"	"ШИРИНА"
		"upgrade_DOTA_Tooltip_ability_sven_storm_bolt_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_sandking_burrowstrike_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_pangolier_gyroshell_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_clinkz_wind_walk_custom_fade_time"	"ЗАДЕРЖКА ДО НЕВИДИМОСТИ"
		"upgrade_DOTA_Tooltip_ability_leshrac_split_earth_damage"	"УРОН"
		"upgrade_DOTA_Tooltip_ability_leshrac_diabolic_edict_damage"    "УРОН"
		"upgrade_DOTA_Tooltip_ability_abyssal_underlord_dark_portal_minimum_distance"	"МИНИМАЛЬНАЯ ДИСТАНАЦИЯ"
		"upgrade_DOTA_Tooltip_ability_visage_gravekeepers_cloak_radius"	"РАДИУС УСИЛЕНИЯ ГАРГУЛИЙ"
		"upgrade_DOTA_Tooltip_ability_visage_grave_chill_radius"	"РАДИУС УСИЛЕНИЯ ГАРГУЛИЙ"
		"upgrade_DOTA_Tooltip_ability_dragon_knight_breathe_fire_range"    "ДЛИНА"
		"upgrade_DOTA_Tooltip_ability_dragon_knight_breathe_fire_end_radius"    "ШИРИНА В КОНЦЕ"
		"upgrade_DOTA_Tooltip_ability_dragon_knight_breathe_fire_start_radius"    "ШИРИНА В НАЧАЛЕ"
		"upgrade_DOTA_Tooltip_ability_dazzle_poison_touch_shard_hex_duration"    "ДЛИТЕЛЬНОСТЬ ПРОКЛЯТИЯ (SHARD)"
		//"upgrade_DOTA_Tooltip_ability_lina_fiery_soul_shard_bonus_spell_damage"    "БОНУС К УРОНУ ОТ ЗАКЛНАНИЙ (SHARD)"
		"upgrade_DOTA_Tooltip_ability_pangolier_swashbuckle_start_radius"    "ШИРИНА"
		"upgrade_DOTA_Tooltip_ability_pangolier_gyroshell_turn_rate"    "СКОРОСТЬ ПОВОРОТА"
		"upgrade_DOTA_Tooltip_ability_pangolier_rollup_forward_move_speed"    "СКОРОСТЬ"
		"upgrade_DOTA_Tooltip_ability_monkey_king_boundless_strike_strike_radius"    "ШИРИНА УДАРА"
		"upgrade_DOTA_Tooltip_ability_morphling_adaptive_strike_agi_shared_cooldown"	"ПЕРЕЗАРЯДКА"
		"upgrade_DOTA_Tooltip_ability_morphling_waveform_width"	"ШИРИНА"
		"upgrade_DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_axe_width"    "ШИРИНА"
		"upgrade_DOTA_Tooltip_ability_drow_ranger_wave_of_silence_wave_length"	"ШИРИНА"
        "upgrade_DOTA_Tooltip_ability_night_stalker_void_radius_scepter"    "РАДИУС (SCEPTER)"
